ValidStart,hasDry,lag1,lag2
2019-03-12,13.105688101894998,13.7589251320286,13.878164026095064
2019-03-19,11.80721342031687,13.105688101894998,13.7589251320286
2019-03-26,14.97874184529356,11.80721342031687,13.105688101894998
2019-04-02,17.745625970798383,14.97874184529356,11.80721342031687
2019-04-09,16.026570363466917,17.745625970798383,14.97874184529356
2019-04-16,13.248145386766074,16.026570363466917,17.745625970798383
2019-04-23,10.920866728797765,13.248145386766074,16.026570363466917
2019-04-30,10.053917365641501,10.920866728797765,13.248145386766074
2019-05-07,9.103268095681889,10.053917365641501,10.920866728797765
2019-05-14,8.483687480584033,9.103268095681889,10.053917365641501
2019-05-21,9.668869214041624,8.483687480584033,9.103268095681889
2019-05-28,15.323168685927303,9.668869214041624,8.483687480584033
2019-06-04,16.62313451382417,15.323168685927303,9.668869214041624
2019-06-11,11.590223671947816,16.62313451382417,15.323168685927303
2019-06-18,11.12927927927927,11.590223671947816,16.62313451382417
2019-06-25,9.923184218701465,11.12927927927927,11.590223671947816
2019-07-02,9.690000000000001,9.923184218701465,11.12927927927927
2019-07-09,10.664091332712024,9.690000000000001,9.923184218701465
2019-07-16,9.388148493320914,10.664091332712024,9.690000000000001
2019-07-23,10.546769182976078,9.388148493320914,10.664091332712024
2019-07-30,13.091643367505446,10.546769182976078,9.388148493320914
2019-08-06,18.335104069586833,13.091643367505446,10.546769182976078
2019-08-13,24.43165268716991,18.335104069586833,13.091643367505446
2019-08-20,27.115700528114328,24.43165268716991,18.335104069586833
2019-08-27,26.318713886300095,27.115700528114328,24.43165268716991
2019-09-03,25.500391425908635,26.318713886300095,27.115700528114328
2019-09-10,28.71661696178939,25.500391425908635,26.318713886300095
2019-09-17,38.290434917676265,28.71661696178939,25.500391425908635
2019-09-24,49.04058713886299,38.290434917676265,28.71661696178939
2019-10-01,49.88473438956192,49.04058713886299,38.290434917676265
2019-10-08,47.066564150357316,49.88473438956192,49.04058713886299
2019-10-15,48.23150046598321,47.066564150357316,49.88473438956192
2019-10-22,42.066846846846836,48.23150046598321,47.066564150357316
2019-10-29,36.17136999068033,42.066846846846836,48.23150046598321
2019-11-05,24.34493320907111,36.17136999068033,42.066846846846836
2019-11-12,22.14176452314381,24.34493320907111,36.17136999068033
2019-11-19,21.243159366262812,22.14176452314381,24.34493320907111
2019-11-26,22.220186393289847,21.243159366262812,22.14176452314381
2019-12-03,20.86208449829141,22.220186393289847,21.243159366262812
